unique_id,Date,forecast_lower,forecast,forecast_upper
1-10,2012-03-23,29366.894437862764,33168.79393078002,37426.26674688563
1-10,2012-03-30,26837.326224832268,30438.150705311906,34171.61128666967
1-10,2012-04-06,29606.56023053372,32661.101710659543,35170.522083258766
1-10,2012-04-13,27687.403232550227,31596.286015888323,35117.051110657085
1-10,2012-04-20,26758.639225204057,29282.43090404563,34564.77578359322
1-10,2012-04-27,26254.617042759208,28761.762294581687,33802.759342203506
1-10,2012-05-04,28362.090000729233,30888.643501339688,36034.801105551036
1-10,2012-05-11,26939.627028941704,30500.857297965966,35133.83052719588
1-10,2012-05-18,25915.74181774938,31068.581053469614,34292.63676520411
1-10,2012-05-25,25304.033210810936,29243.012655056085,32955.45804902769
1-13,2012-03-23,34396.76476310259,37175.9288654406,40076.638752140105
1-13,2012-03-30,33918.49769795557,36112.78036338221,40929.51712669976
1-13,2012-04-06,42442.682440818186,45809.39134706962,49239.78626253399
1-13,2012-04-13,35640.379178259944,38409.69588395294,41147.284641840735
1-13,2012-04-20,35382.33059070735,38040.960959157914,40772.9449090436
1-13,2012-04-27,32009.741254853514,34257.48552821635,36661.34150674777
1-13,2012-05-04,41033.648481290504,44116.674275262565,50205.04466061734
1-13,2012-05-11,37771.92936891674,42108.89903327721,45816.77730848637
1-13,2012-05-18,35921.18891871471,40017.83959362437,41904.279413041906
1-13,2012-05-25,34088.083669141866,37921.83718948046,40658.96610352245
1-2,2012-03-23,44081.112660748426,47719.33584786071,52226.71690700091
1-2,2012-03-30,43009.96346000572,46321.437738094115,50832.51665615371
1-2,2012-04-06,48691.0033107864,53748.38772129508,58102.22764074557
1-2,2012-04-13,44495.31909230736,47141.28265209168,51649.109246704575
1-2,2012-04-20,46120.2171015758,49766.05125344435,53494.2897649481
1-2,2012-04-27,42491.049889386246,45940.84631222234,50396.28481808625
1-2,2012-05-04,48149.61515644946,52244.59355214635,56534.512273640335
1-2,2012-05-11,45564.12378166673,51212.56177524175,56514.87279898811
1-2,2012-05-18,44781.35512368385,49759.31007482205,53579.64866851002
1-2,2012-05-25,45141.77148987847,49095.040765719976,55097.65745739086
1-38,2012-03-23,52334.379699035344,65283.94232073964,76763.98179287875
1-38,2012-03-30,50360.99360083547,60636.363888306434,77269.98104397231
1-38,2012-04-06,81938.69951357292,99571.39297975934,116021.09612380936
1-38,2012-04-13,66234.03457811072,80690.81647140728,90426.15088161571
1-38,2012-04-20,60258.35375004842,72267.88232514384,86161.07194412725
1-38,2012-04-27,42780.93666621153,55393.21949159363,70983.91931566285
1-38,2012-05-04,92813.58994316035,110871.6211102705,122184.35159055551
1-38,2012-05-11,82208.17562944141,99760.44481124093,117603.7097617757
1-38,2012-05-18,71800.47048008817,87799.868162729,102405.79798657136
1-38,2012-05-25,43366.69769957574,53629.552942177106,67895.74982033047
1-4,2012-03-23,33129.86879084678,37039.41457936262,40683.39177452739
1-4,2012-03-30,32500.430125539453,34273.23556931508,38401.68868446833
1-4,2012-04-06,38711.161166549326,43147.814633983,46686.26522910202
1-4,2012-04-13,32657.036712215024,35841.68669290969,38700.3108218925
1-4,2012-04-20,31960.398013075624,35362.216903565066,37098.20048442327
1-4,2012-04-27,31426.848220710097,33715.663136188945,35950.92078908511
1-4,2012-05-04,36660.010784510465,40118.39535623096,43258.331002798455
1-4,2012-05-11,34321.686925465234,37316.67517507179,41638.669783767444
1-4,2012-05-18,31472.93837057067,34496.14098128039,38566.13749998771
1-4,2012-05-25,33362.353665821254,36632.201120003265,40500.578378347986
1-40,2012-03-23,55174.87768993288,58782.858938201,61976.540172889596
1-40,2012-03-30,55208.53901981527,58812.24430621188,62084.73688467875
1-40,2012-04-06,62574.162159823885,66261.55762035972,70194.3998814805
1-40,2012-04-13,54893.224714537995,57507.84848425663,62689.90564147171
1-40,2012-04-20,51935.20968320729,55341.900488546176,58509.81436997246
1-40,2012-04-27,46517.5134061429,52281.29783976134,54874.13377816894
1-40,2012-05-04,58059.164327578095,60997.868790270666,66485.30888851732
1-40,2012-05-11,53262.787088303456,57391.99618501617,61946.027518760144
1-40,2012-05-18,49599.78909782203,54338.65041842939,58345.27173702636
1-40,2012-05-25,45807.58706650115,49943.7965577351,54847.95799652392
1-72,2012-03-23,37934.96002893876,58491.56831739782,71643.18328377376
1-72,2012-03-30,36070.00786088766,50058.63314843906,71832.5651343662
1-72,2012-04-06,40373.754574024606,58893.567056433865,69589.92028006857
1-72,2012-04-13,37359.8165983175,53676.040772920824,65466.56866843538
1-72,2012-04-20,32481.9615496013,41537.30501191873,51831.65884055925
1-72,2012-04-27,25361.451345814654,36820.9137054976,55054.8439125654
1-72,2012-05-04,41223.326202250035,54054.25119526321,69924.74299462762
1-72,2012-05-11,42346.69902033336,58454.61224050285,72416.40794565841
1-72,2012-05-18,25208.957352136058,40941.58177298837,56209.98821675898
1-72,2012-05-25,28964.16395915417,42854.62007244648,53406.83224816935
1-79,2012-03-23,22459.28712600141,26813.912565516766,30329.45510287169
1-79,2012-03-30,22382.669805164835,27296.206504106696,32323.74812437298
1-79,2012-04-06,43455.25130627815,50018.63691495921,56756.85894589777
1-79,2012-04-13,26962.897089059945,30513.830698967035,34926.95321100482
1-79,2012-04-20,26756.076043321696,30667.573150497603,33250.11011839169
1-79,2012-04-27,16205.268772878875,18818.657555723526,22981.445868492832
1-79,2012-05-04,43260.317898360394,49031.30381539041,51863.24486998056
1-79,2012-05-11,32589.936483649,36466.46323397328,40945.30741488342
1-79,2012-05-18,28138.88021476269,31819.12239661018,36656.39859128959
1-79,2012-05-25,18471.67556622697,21612.251793000527,26853.479195375206
1-8,2012-03-23,34203.80537949687,35933.07770709234,38035.66295716877
1-8,2012-03-30,32721.814940466207,35116.61365918074,37470.82740947215
1-8,2012-04-06,36415.867841006846,40033.48570822862,43245.38324295219
1-8,2012-04-13,31875.217902034106,34309.714247343865,37570.453789937186
1-8,2012-04-20,32917.95758447386,35727.710037285186,37095.918931238324
1-8,2012-04-27,31107.891054831583,33008.265549034666,35076.93678150692
1-8,2012-05-04,36679.73685699481,40245.61974609513,41934.70845887487
1-8,2012-05-11,34749.914111058955,37769.26405285634,40370.9763340238
1-8,2012-05-18,35404.18088225555,37853.477409808445,40622.94722211193
1-8,2012-05-25,33760.757537769576,36138.549667692314,39265.50957893523
1-81,2012-03-23,28995.364218388582,31639.461126838796,33445.89193126819
1-81,2012-03-30,25337.495227556214,27760.53783231654,28899.814550298815
1-81,2012-04-06,29569.05152456901,32037.383782713187,33562.43601075566
1-81,2012-04-13,29605.530675839495,32072.35749289746,34110.28208338574
1-81,2012-04-20,28682.351259418578,31181.961602538253,33072.3642915196
1-81,2012-04-27,25225.68544037675,27102.39671744457,29708.90334222127
1-81,2012-05-04,29597.14836810134,31786.757699843547,33686.41809522826
1-81,2012-05-11,30342.85770872378,32714.771968002646,35535.387461290295
1-81,2012-05-18,29254.54968279198,32205.689187488588,34585.19651741467
1-81,2012-05-25,27060.15801538724,28968.5670606028,31220.649513236895
1-87,2012-03-23,37044.84156554127,40775.633194623966,45488.121630233756
1-87,2012-03-30,41329.5364315515,45169.9806265791,51162.49611681185
1-87,2012-04-06,56718.37354329988,65867.4522709212,69912.46687017614
1-87,2012-04-13,39633.478431319425,44595.57042439722,49956.976887668934
1-87,2012-04-20,34924.71380450612,39050.59259531067,44138.41215658032
1-87,2012-04-27,29609.150480946064,33524.08242331258,40548.94753699301
1-87,2012-05-04,58319.54580574448,64507.065622887225,71549.85247937126
1-87,2012-05-11,43399.16239883374,50389.349859461305,57844.40875379678
1-87,2012-05-18,35909.58382801528,41449.68216868559,46481.962679959586
1-87,2012-05-25,29652.44044068524,36319.605436720856,40747.076585716844
1-90,2012-03-23,84754.5910723443,91567.8760009788,98279.73509142906
1-90,2012-03-30,71421.56331046189,77284.9938612297,82747.744943666
1-90,2012-04-06,87045.64435780616,93699.91159885512,100970.27298487986
1-90,2012-04-13,85026.62351276819,92684.92290233054,96401.32754011947
1-90,2012-04-20,90653.89584816941,95257.93109338448,100624.49211529401
1-90,2012-04-27,72024.10325849355,79122.81888356028,85332.43097776077
1-90,2012-05-04,80867.72702175406,88012.94825652703,94575.0058798306
