unique_id,Date,forecast_lower,forecast,forecast_upper
1-10,2012-03-23,29564.27464836979,33085.84457541014,36809.770407809025
1-10,2012-03-30,27058.18219723178,30945.57127954683,35125.571739817446
1-10,2012-04-06,28292.701206377,31683.575534147392,33587.85067775577
1-10,2012-04-13,28929.555013268982,33347.990270382725,37288.89523683754
1-10,2012-04-20,25019.02427878155,29632.62687308879,34930.26458327134
1-10,2012-04-27,27630.086568405473,30297.2525819112,36142.33298001402
1-10,2012-05-04,28098.486926710815,30949.984349709084,35591.64608063052
1-10,2012-05-11,27931.64655935538,31357.34238546307,35192.91367452557
1-10,2012-05-18,27077.80696365558,32516.072079291265,35014.892727900085
1-10,2012-05-25,26077.31886443154,29664.703434744042,33490.92474167688
1-13,2012-03-23,33996.19399295392,39068.99118725072,40686.07855078107
1-13,2012-03-30,34158.64144022699,39574.653354522714,44405.7453206064
1-13,2012-04-06,37714.284416184135,41854.8563099137,44097.5711536637
1-13,2012-04-13,37440.34143674746,41206.961499915305,43440.49211162654
1-13,2012-04-20,35998.211303308235,39325.14003677115,42033.86960867089
1-13,2012-04-27,33737.64020622195,37506.4923180625,39024.31516392863
1-13,2012-05-04,38628.54980086966,41357.0556265158,48689.86810879597
1-13,2012-05-11,38122.78281088008,41609.94188654549,44617.86389340579
1-13,2012-05-18,38508.23974240769,41673.1527272141,43836.59733982262
1-13,2012-05-25,34600.08257392698,36882.28316087743,41297.066705280835
1-2,2012-03-23,41156.41099574407,42909.036593739154,47389.973715795444
1-2,2012-03-30,43710.25169024512,47326.63466091297,52978.36321494641
1-2,2012-04-06,44160.87291848696,49198.083040179095,51519.561198989904
1-2,2012-04-13,42822.78480059792,47881.42850639078,54968.97767549079
1-2,2012-04-20,38956.89157839613,49122.59339593878,51568.65768008269
1-2,2012-04-27,44635.337111956476,50154.86231142101,52272.80040540368
1-2,2012-05-04,46963.948505326225,53316.26725686602,58176.04008623192
1-2,2012-05-11,46352.5999102223,49787.17438489968,53465.86599298685
1-2,2012-05-18,46598.80262669653,51020.42575058844,55055.369389459636
1-2,2012-05-25,39473.34362782131,42348.99257984852,48005.58861052876
1-38,2012-03-23,48680.4561662114,67411.84856567722,76730.52311126709
1-38,2012-03-30,53732.74808204153,74320.69126397705,91367.11191663942
1-38,2012-04-06,70265.27599618191,82374.8089215176,94309.91235323076
1-38,2012-04-13,83380.14550270411,96335.20096582,102769.96333288893
1-38,2012-04-20,58067.5188651284,74647.81187414266,88780.75573397745
1-38,2012-04-27,59910.930593010744,70180.20101693663,96557.0001830755
1-38,2012-05-04,86734.33252685895,106877.9351864702,123103.75726489272
1-38,2012-05-11,84707.2732621185,101133.19134426826,114584.50589657431
1-38,2012-05-18,79865.31726753757,90203.43605780716,110099.29826753655
1-38,2012-05-25,49735.620581348136,59252.65126033899,77291.81185606489
1-4,2012-03-23,34014.56865955022,37218.44478033704,41241.46025413714
1-4,2012-03-30,32520.367204262966,38485.2429460026,41643.64917384139
1-4,2012-04-06,32188.323417433756,38346.319470263035,43081.77678708352
1-4,2012-04-13,32861.19890211384,38879.66689297853,42042.97007398606
1-4,2012-04-20,31422.992175328844,37529.65005639681,38980.342067136655
1-4,2012-04-27,32858.80876434389,35938.13034962178,36864.97242161922
1-4,2012-05-04,34275.78666999908,38797.16965624476,41773.204858397134
1-4,2012-05-11,35530.48016875402,38563.16503296229,42764.346436138614
1-4,2012-05-18,34604.86174348219,37541.27093576375,40526.543348657964
1-4,2012-05-25,34819.85999145569,37135.001222973566,39795.33286359857
1-40,2012-03-23,53839.82561098502,58731.53244163183,61578.71407686695
1-40,2012-03-30,57166.39756726987,60909.12030848591,65068.08584733019
1-40,2012-04-06,56388.896872813755,60430.48286183253,63879.12017105015
1-40,2012-04-13,58003.625154343565,61202.1411204534,66492.93730600443
1-40,2012-04-20,52788.13813933117,57459.535685768475,59836.253867144835
1-40,2012-04-27,49404.094280509315,55076.44335825363,57963.10264190883
1-40,2012-05-04,56872.0240239549,58772.643542592356,65547.2227838293
1-40,2012-05-11,54384.83395024009,57735.02383907819,61817.48641107105
1-40,2012-05-18,53507.57497278253,57268.58299998324,60917.9033600706
1-40,2012-05-25,46053.52796110508,51091.561660509076,54900.57727622636
1-72,2012-03-23,76385.61180076317,84726.63832733722,93817.11053511428
1-72,2012-03-30,16806.190358048196,76137.37977331215,89786.15682520429
1-72,2012-04-06,33586.27896353525,78785.13396995737,89215.60400047587
1-72,2012-04-13,26293.188834721175,62099.175138932755,75149.25342108941
1-72,2012-04-20,7266.409369312947,72142.9892074203,83299.32384190298
1-72,2012-04-27,37187.25989690004,42624.205184263694,91397.25677665528
1-72,2012-05-04,26606.157523113412,44463.05815510485,63662.51175863461
1-72,2012-05-11,43164.649981886105,75498.67794515348,84292.4833595852
1-72,2012-05-18,30481.40237708063,55912.01384622763,77914.41039578854
1-72,2012-05-25,50606.85615397683,60388.71008686045,71762.10596369478
1-79,2012-03-23,21878.92203885594,30125.486806163066,31511.814735850567
1-79,2012-03-30,26511.194377698135,39194.703053311314,44362.66566597068
1-79,2012-04-06,31837.936543906013,42589.71244810513,49302.540625814385
1-79,2012-04-13,30888.637017660683,40800.40703440249,44403.89968429877
1-79,2012-04-20,28615.56246973147,33100.468333568046,37226.262853571534
1-79,2012-04-27,24414.274154107236,27824.579032388276,34023.957274259854
1-79,2012-05-04,38661.380662109834,42172.642589823256,51834.79107722365
1-79,2012-05-11,34555.49630656112,37275.66090475426,39924.66816925341
1-79,2012-05-18,33046.223212361234,34204.354685285005,44738.123921407234
1-79,2012-05-25,20596.133242922697,23657.198221263112,29835.96743417834
1-8,2012-03-23,32215.925786165073,34302.97938267646,35771.6793807383
1-8,2012-03-30,33213.794023790884,35706.55622187594,39530.897486000846
1-8,2012-04-06,32475.98806055091,36525.44288381426,39267.94587446907
1-8,2012-04-13,33057.44374744867,36507.07268178107,39552.669607216216
1-8,2012-04-20,32387.578047385636,34846.563625050374,36922.113836579025
1-8,2012-04-27,33019.97667775275,34566.98132008284,36975.9724756394
1-8,2012-05-04,34878.04551679189,39355.79206017792,41604.69109338563
1-8,2012-05-11,35355.22489170842,37712.34266085509,40306.68309443579
1-8,2012-05-18,36126.724705475135,38791.23809269084,40854.61873097665
1-8,2012-05-25,31781.90729090843,35000.19949241999,37829.24357560187
1-81,2012-03-23,29143.14298174601,31767.708565356475,33093.07540708366
1-81,2012-03-30,25954.44022159036,30406.052352870243,31644.417187191597
1-81,2012-04-06,26957.341533738097,32362.371494239538,33386.931978036715
1-81,2012-04-13,30085.92934801538,34994.13191956308,36904.65694258738
1-81,2012-04-20,26800.255336596187,31962.27944707928,33873.76315740211
1-81,2012-04-27,26315.670173703875,27665.47522019829,31241.98109698414
1-81,2012-05-04,28057.764839256884,31082.398135258467,33803.58039386364
1-81,2012-05-11,30686.964617699483,33727.34986581087,36598.79292400025
1-81,2012-05-18,30501.593580429086,33717.59364718357,35997.01458135769
1-81,2012-05-25,26477.624962741123,27717.353357916723,30860.526628060616
1-87,2012-03-23,32950.37450139853,42466.89095272157,49231.99419393188
1-87,2012-03-30,42602.928065756314,51891.144146509585,59057.90784512649
1-87,2012-04-06,43105.02004496685,57861.188558187634,60226.913144470556
1-87,2012-04-13,44957.07994906965,52385.19484633467,57250.96001240583
1-87,2012-04-20,35105.66583245157,41232.44791319942,47143.72007739006
1-87,2012-04-27,36766.95394284726,40657.4133188431,56650.74549579524
1-87,2012-05-04,52660.25171808199,57470.769919764774,70692.28469549342
1-87,2012-05-11,48468.61741811774,54311.680239134716,59406.995131719144
1-87,2012-05-18,43083.55865969019,45646.639362653645,52470.26793043338
1-87,2012-05-25,35590.195816157015,41566.95976747209,48111.20067059182
1-90,2012-03-23,88154.76305759772,95275.60646252906,99099.90296818125
1-90,2012-03-30,74628.19390553233,88362.2382242322,97909.5506274817
1-90,2012-04-06,81889.43528839128,95145.71111205535,102034.81799186571
1-90,2012-04-13,83533.29190338329,98865.51483204798,106107.1439440611
1-90,2012-04-20,81453.84525545254,102106.45063359875,106429.56654486581
1-90,2012-04-27,75180.11851276882,82590.57225963227,93987.38044708739
1-90,2012-05-04,76855.31691710494,89635.42556523053,99139.26506897419
1-90,2012-05-11,87859.68812019147,94063.96723254409,101214.19017752958
