unique_id,Date,forecast_lower,forecast,forecast_upper
1-10,2012-08-10,27447.6026431615,34530.76883237536,38915.83100467655
1-10,2012-08-17,24244.79229935049,28111.704127996185,34811.03364245136
1-10,2012-08-24,28592.52386701478,32109.421150224152,35175.93030406915
1-10,2012-08-31,27194.366842581323,34131.26274925919,36843.89786361346
1-10,2012-09-07,30779.22393592192,35368.79293034423,38249.2512416285
1-10,2012-09-14,28491.021639002956,32374.645306175375,35916.85793620748
1-10,2012-09-21,27387.146195235135,29676.329740135254,34875.91828820677
1-10,2012-09-28,24139.711850363743,30414.396112232265,35021.67712686603
1-10,2012-10-05,28837.947973978095,32980.56884072932,37519.41655364672
1-10,2012-10-12,26666.830131075934,29958.016745498684,33747.23888282297
1-13,2012-08-10,33502.98568020371,39349.19552262036,42407.08799477263
1-13,2012-08-17,36454.90505800029,40536.831040960446,43180.88682678451
1-13,2012-08-24,35353.53377724736,40180.386907667664,41762.351360792665
1-13,2012-08-31,35049.592642014104,42418.15201988548,47651.13836775308
1-13,2012-09-07,39670.85981216843,45471.7663796844,47396.05237962781
1-13,2012-09-14,33768.83409578861,37831.21410627187,41322.119429936225
1-13,2012-09-21,34847.67795031894,38217.77557012156,41485.34210171611
1-13,2012-09-28,34295.298003852724,37112.94204858227,39581.001199375074
1-13,2012-10-05,42446.57897283624,45642.68038277297,49241.50492716224
1-13,2012-10-12,35587.44124347009,38755.98103483729,40508.44204251925
1-2,2012-08-10,43526.40844979409,48698.09727076576,53733.13606392409
1-2,2012-08-17,41352.56163189617,50844.501231484464,57052.97295395528
1-2,2012-08-24,38220.79180948383,47143.29127153754,52876.61198760862
1-2,2012-08-31,37360.93213155401,47192.20575463251,57560.067187095316
1-2,2012-09-07,41855.78040577046,51076.575914628505,55812.22592957922
1-2,2012-09-14,34431.84159579962,46223.12476244266,48870.37512122692
1-2,2012-09-21,39818.27377272853,43226.06340121346,45161.90176955934
1-2,2012-09-28,42330.39890696925,44520.75640492844,48483.1856842397
1-2,2012-10-05,43186.857882336175,51019.34674495117,53392.108601515974
1-2,2012-10-12,40876.35391364133,45150.03716198595,49378.539284703504
1-38,2012-08-10,37581.62033742374,56592.51366203784,89557.66860459342
1-38,2012-08-17,49867.45938305237,70023.6086879913,87878.5140675126
1-38,2012-08-24,38693.49158657224,49297.4050873923,58214.933780484746
1-38,2012-08-31,40010.74822288442,71850.60467784147,85041.02760612505
1-38,2012-09-07,61834.00436514204,81424.59083102604,97271.96865197968
1-38,2012-09-14,60029.96387702402,69920.62824331436,77081.76852275647
1-38,2012-09-21,51465.940860004346,63837.24325705094,74017.47628789952
1-38,2012-09-28,42009.14910648965,55309.41109093901,66900.89566479335
1-38,2012-10-05,66424.89888030895,86910.59994078656,106730.94305255052
1-38,2012-10-12,53704.817841971904,65019.733370088165,92540.0027144895
1-4,2012-08-10,33852.81775663806,40974.91202747004,43172.23996944047
1-4,2012-08-17,35566.67052930711,41484.23575731465,46144.54251220623
1-4,2012-08-24,32472.364752263133,36674.579214560756,44175.69993362798
1-4,2012-08-31,28859.659384690764,39629.49475465886,42363.690514862195
1-4,2012-09-07,37380.94239123849,43471.97536706745,47099.550035574546
1-4,2012-09-14,30204.970301116493,37407.54453472231,41829.595860392365
1-4,2012-09-21,32978.70541583127,36049.519302041524,37670.91760154377
1-4,2012-09-28,32264.350462096867,35086.696600385956,36661.61615893164
1-4,2012-10-05,37412.42548545877,42582.281385885064,45737.69886567325
1-4,2012-10-12,33427.219280280005,36946.67599726435,39544.58522525562
1-40,2012-08-10,48150.56819935662,56377.849129633774,61847.8983254989
1-40,2012-08-17,50301.569671821555,55791.813999671685,61460.265003523775
1-40,2012-08-24,45261.704878224016,53656.352232235775,56133.30472254073
1-40,2012-08-31,51831.7577986198,57990.8567188691,62034.96016032069
1-40,2012-09-07,59240.16841105199,65735.0579298023,69844.41390482223
