unique_id,Date,forecast_lower,forecast,forecast_upper
1-10,2012-06-01,32229.596789383413,36245.619593933414,40747.223306028114
1-10,2012-06-08,29268.886173891206,32767.341236597975,36892.97755942262
1-10,2012-06-15,28231.22068828509,34065.39740793497,37356.684457313655
1-10,2012-06-22,29889.394155621012,33778.274984573334,39723.5577147675
1-10,2012-06-29,32210.44431512986,35150.12987781928,40028.8783500788
1-10,2012-07-06,32388.48846312526,34189.86082453802,36972.308244622756
1-10,2012-07-13,30951.596931623848,33648.6475379199,37656.28889869273
1-10,2012-07-20,30787.44415069319,32260.15075725136,34469.35655928368
1-10,2012-07-27,31498.41306628875,34868.58419939415,39232.227441731455
1-10,2012-08-03,31392.39863563741,34884.25330911448,41116.522725844676
1-13,2012-06-01,39972.07752060063,44178.61267278665,47920.26388176886
1-13,2012-06-08,42042.71731726676,44223.228331541504,46769.32413973654
1-13,2012-06-15,38395.00471689347,41373.33039196717,44865.82547838816
1-13,2012-06-22,36493.00358536539,39259.71107615283,42863.71164966413
1-13,2012-06-29,33918.92669296566,38394.46708623365,42065.6862071447
1-13,2012-07-06,41360.545193029095,44278.774817587975,48752.19393787685
1-13,2012-07-13,36960.542641744556,39355.352498935536,44140.364547826845
1-13,2012-07-20,35441.49384567995,40694.914320298434,45622.36758070682
1-13,2012-07-27,33574.71176029417,37924.75691410558,41445.56666019601
1-13,2012-08-03,41415.88987316104,46453.984416349704,51598.06917695816
1-2,2012-06-01,46413.51380216027,49688.66017955875,53226.49624793763
1-2,2012-06-08,47870.47555647394,52234.035196307275,55915.52429683363
1-2,2012-06-15,42338.32044919766,45399.991936446706,49902.56589203078
1-2,2012-06-22,41458.29310261657,43820.47624002155,48331.17499722757
1-2,2012-06-29,42744.97996598396,46163.91526741177,51071.80888945896
1-2,2012-07-06,46238.63187401167,48913.898231383275,53656.81681426675
1-2,2012-07-13,42390.98352396662,44961.627224364245,48683.77678958162
1-2,2012-07-20,42981.51407634738,46188.957001306895,51252.27136885426
1-2,2012-07-27,41450.38120931143,44687.88415963031,49607.34400128561
1-2,2012-08-03,49259.57538489118,53304.17165338894,56744.35032275757
1-38,2012-06-01,76375.38199177779,90620.86618159767,103003.92990627611
1-38,2012-06-08,68740.6347192956,79801.37581030795,92761.95133541674
1-38,2012-06-15,74881.18071518952,90130.57146611199,107329.91563314301
1-38,2012-06-22,63227.28991100948,76826.1390427347,88204.9784118767
1-38,2012-06-29,58336.28494169387,65793.17102188067,87788.32730797694
1-38,2012-07-06,74278.14435696257,89718.81846810608,104370.01074754506
1-38,2012-07-13,66779.68028837077,81874.12049653081,92991.24993999282
1-38,2012-07-20,69357.25759836253,76752.78968849577,94462.35174049782
1-38,2012-07-27,50935.3580143267,65465.004682289975,76659.69774107795
1-38,2012-08-03,82505.64881916322,96233.2092028657,115896.04643089847
1-4,2012-06-01,40803.51522506265,44947.41532871674,47291.33647194793
1-4,2012-06-08,38693.520105993346,41093.83884058884,43872.20930658469
1-4,2012-06-15,35540.153367249906,38887.89073906185,40625.59247874231
1-4,2012-06-22,34177.238937246286,37082.92130014713,39441.86596784842
1-4,2012-06-29,37054.12762558147,39920.72624962693,42140.00515100533
1-4,2012-07-06,40548.58739267212,44612.4879281146,49208.103487127766
1-4,2012-07-13,36005.540954239616,38472.74317290918,41152.09982874955
1-4,2012-07-20,34539.164721997666,38061.18424451546,40864.810582428996
1-4,2012-07-27,33881.05852617491,37729.25980222144,40572.50771148502
1-4,2012-08-03,40556.388622559185,44541.451273255414,48333.96809385826
1-40,2012-06-01,62057.66357271874,65115.9600956615,67216.67819885736
1-40,2012-06-08,59634.7168790627,63915.17502625034,66826.69669946072
1-40,2012-06-15,55656.17692728666,60261.994002666615,64941.64511226591
1-40,2012-06-22,51851.58465471409,54953.70641522502,60222.91680299509
1-40,2012-06-29,55011.94295232619,59492.72993070268,67356.36645618672
1-40,2012-07-06,60176.21685404212,64599.36825096679,69892.50139254105
1-40,2012-07-13,54482.308039373034,58398.60626346632,62437.26068825016
1-40,2012-07-20,52194.04989524117,56673.051539328684,62386.75582319942
1-40,2012-07-27,50986.01333016335,56477.799558791536,61893.93529656695
1-40,2012-08-03,58040.968372939635,65208.10361232695,69839.62449373693
1-72,2012-06-01,39013.07343405838,50050.46305034986,55732.38780345214
1-72,2012-06-08,43863.17777621417,55135.930742506884,66896.79868100205
1-72,2012-06-15,49645.46226129074,60904.049797522275,73836.81909886881
1-72,2012-06-22,45392.359659994705,55383.00461928556,66548.9752478743
1-72,2012-06-29,39892.145355230576,50336.01788537877,59544.90745022647
1-72,2012-07-06,39591.60122158071,50909.63741623427,60642.851168807356
1-72,2012-07-13,47759.82132484473,60166.70859818024,73594.50835610736
1-72,2012-07-20,41502.37056431004,55554.281873997505,66580.81161313619
1-72,2012-07-27,40887.62084827422,54361.7858925942,67852.49707518352
1-72,2012-08-03,39851.01515642172,48494.78126133629,58698.94909012286
1-79,2012-06-01,42465.17053360354,47301.00715576758,51370.73549016105
1-79,2012-06-08,40274.75639039728,45339.25094755777,51285.81861673151
1-79,2012-06-15,33334.32087116146,38109.39403848534,41678.878444890404
1-79,2012-06-22,26226.478922739,29465.674185533826,34136.050284043784
1-79,2012-06-29,28403.49532317816,34789.896517231675,38853.879683619656
1-79,2012-07-06,43002.88857060473,46165.31138224865,54809.07618375521
1-79,2012-07-13,31188.871697080707,35492.77098403504,38648.87895466062
1-79,2012-07-20,29738.340383005492,33090.6953355805,37511.46169541895
1-79,2012-07-27,21454.123359079134,24461.1178096301,29472.570171269017
1-79,2012-08-03,49076.32862893484,53659.86160003995,59334.21948594214
1-8,2012-06-01,40174.30203691504,42213.04626227656,44941.15887616623
1-8,2012-06-08,40270.17559627847,42552.46677643093,46698.84142626664
1-8,2012-06-15,38097.361688036275,40855.525489300606,42976.005143804236
1-8,2012-06-22,36594.705530284686,38684.761762011345,41560.497221405196
1-8,2012-06-29,36928.2840280565,39132.78249189769,41204.08627344842
1-8,2012-07-06,41917.033173087155,43683.7627815141,47847.80894450187
1-8,2012-07-13,36721.47678061349,39198.105016996764,41916.44806010185
