unique_id,Date,forecast_lower,forecast,forecast_upper
1-10,2012-01-27,23534.85551950161,26458.899294395284,29990.237562764723
1-10,2012-02-03,23419.197144081587,27276.649264445736,33015.929188249705
1-10,2012-02-10,25982.005102460767,30027.92591578499,35128.0469279988
1-10,2012-02-17,24833.291370851908,27599.451581327234,31316.818890238676
1-10,2012-02-24,22988.640429719995,29448.813656402377,33470.3605957941
1-10,2012-03-02,25611.21940027528,27655.50310057627,34195.72054924091
1-10,2012-03-09,26782.840761927306,30674.028623717113,35154.45151154538
1-10,2012-03-16,25031.522951339208,28997.32862437999,31764.51067320767
1-10,2012-03-23,25715.783280940774,28855.40508922639,34911.01804038514
1-10,2012-03-30,25225.951756067698,29745.274352036075,33982.687651696346
1-13,2012-01-27,33504.258799684205,35418.34377441376,38198.54771982916
1-13,2012-02-03,37321.69919948413,40605.779041214526,43008.032574168355
1-13,2012-02-10,36924.43004904764,40704.031077915795,43984.578762670644
1-13,2012-02-17,34177.15589930948,36218.043636706236,39474.02098443867
1-13,2012-02-24,33545.04916578691,37554.58534739785,41342.654710037605
1-13,2012-03-02,35928.18926413553,39024.50969927811,43304.581411829146
1-13,2012-03-09,38247.721458473876,41020.913376773286,45763.85963055145
1-13,2012-03-16,30093.969829639012,34005.2084169809,36659.97112872864
1-13,2012-03-23,35386.47998046981,40220.37737804591,43460.10196344884
1-13,2012-03-30,31439.525831398336,35170.72400461285,39281.881994675896
1-2,2012-01-27,41486.70420899658,46052.255562921135,50668.66938363263
1-2,2012-02-03,46538.451597049876,49690.59566785102,54244.45406690807
1-2,2012-02-10,47948.276438832094,54893.243073449536,61408.77776082565
1-2,2012-02-17,44642.1497228465,48326.4956189648,54121.924150663595
1-2,2012-02-24,46025.213692220765,52842.308273242306,58924.09409859709
1-2,2012-03-02,42909.06029120194,48441.032531384684,55152.84833567632
1-2,2012-03-09,50666.3418701419,58614.34362816754,65437.47147868716
1-2,2012-03-16,41600.1754650428,46674.67832389392,52385.789150438606
1-2,2012-03-23,49779.19240265442,54671.435275132724,61010.21541949244
1-2,2012-03-30,43596.16912405843,46603.245126617876,55009.65280881424
1-38,2012-01-27,51925.905881799015,61595.347097470076,74536.82650994959
1-38,2012-02-03,75113.5551711219,91614.41784082656,106452.35981949871
1-38,2012-02-10,73415.85601737913,89256.17162400638,107386.96700920814
1-38,2012-02-17,69225.61351793309,81118.27949011842,95650.5122525134
1-38,2012-02-24,54162.55603564624,64449.97145349323,76974.40302739266
1-38,2012-03-02,68164.14662399,83657.4161208862,97697.81070150973
1-38,2012-03-09,71164.14024158327,93721.37668809999,110387.57999320177
1-38,2012-03-16,52936.83571822634,63623.496239018205,79402.61471468248
1-38,2012-03-23,60665.06587274434,73424.68655564642,85236.86537778263
1-38,2012-03-30,52531.00781190795,61596.184625778595,77794.15607445671
1-4,2012-01-27,34829.54357788898,37447.24745001603,40686.05322462048
1-4,2012-02-03,35993.194555675356,38532.860013793026,44783.67694942314
1-4,2012-02-10,36647.54105573442,42612.136625320985,45291.92851488544
1-4,2012-02-17,32069.79261342976,35763.39090737336,38017.45851503781
1-4,2012-02-24,36295.70510884204,41415.87024780222,43785.33058459409
1-4,2012-03-02,32638.533196080738,35310.3556956256,39959.524927561564
1-4,2012-03-09,36285.55268887056,40428.551657267744,43796.21684992509
1-4,2012-03-16,30029.449308805924,33126.72955087899,36907.8812243517
1-4,2012-03-23,36313.49975146147,39925.00798235863,43425.92325940258
1-4,2012-03-30,31789.31497269407,34934.4412329774,38811.33449333165
1-40,2012-01-27,52381.41026661941,55826.13905932732,58787.783893829706
1-40,2012-02-03,59107.8884636922,62274.76414539896,67396.46376759956
1-40,2012-02-10,61630.18434764314,67315.50645795593,71172.23503044272
1-40,2012-02-17,56445.95683302874,60319.48046170569,64157.788143733
1-40,2012-02-24,53358.46152736914,58998.75580358593,65265.93205752843
1-40,2012-03-02,57383.89480607841,62546.235185851765,67190.84437438988
1-40,2012-03-09,59602.0311366809,63797.81494415126,68547.94597403832
1-40,2012-03-16,53938.670423149895,56916.32434823562,60244.57034208064
1-40,2012-03-23,54869.94665112878,59926.93833305527,64887.08658323087
1-40,2012-03-30,52522.55288773944,56921.01714271789,59712.57419557281
1-72,2012-01-27,83768.6443622531,104067.84367530764,119962.06906599649
1-72,2012-02-03,40226.83486339386,54540.29028832283,74809.57867764359
1-72,2012-02-10,43088.70418174072,65724.08979643007,86545.12758627572
1-72,2012-02-17,21790.24271652897,32877.39974319532,45645.62598033407
1-72,2012-02-24,80452.05314457293,92626.47365319,114163.16202877472
1-72,2012-03-02,37668.641263770005,58241.35368024005,76400.55545195697
1-72,2012-03-09,56603.82221238325,72712.19034255347,96694.5721514064
1-72,2012-03-16,25903.291404543124,42061.43991908895,55210.06416892853
1-72,2012-03-23,82684.72115002706,101009.11898869774,121659.87501618083
1-72,2012-03-30,51946.34698257272,67328.06947038908,92452.12564684998
1-79,2012-01-27,22981.91020021311,26870.75801785925,31108.532027469635
1-79,2012-02-03,41584.94630867644,47562.816621608814,53595.25778759808
1-79,2012-02-10,38461.15757343776,45567.65450477287,50876.92076933081
1-79,2012-02-17,29634.99241665757,34089.798028818324,38323.02467366338
1-79,2012-02-24,27029.38746827387,33362.95809564947,38383.34428948782
1-79,2012-03-02,32004.264178201473,37006.43136474901,44490.76412758586
1-79,2012-03-09,39732.23997297415,47423.44525529164,53319.188105028814
1-79,2012-03-16,22160.55541481356,26812.963391682846,32163.877493477386
1-79,2012-03-23,30537.149843896335,36306.75667775982,43892.09530741835
1-79,2012-03-30,20975.45693696737,25226.95017894077,34196.120421388856
1-8,2012-01-27,32117.185807211878,33446.39058460124,36406.83527237277
1-8,2012-02-03,35862.22309232636,39097.08597688799,41102.211788724904
1-8,2012-02-10,34604.615927277664,37412.351858781956,39296.64690571171
1-8,2012-02-17,33219.92986077862,34814.86761665112,39097.229257303006
1-8,2012-02-24,32145.84475522779,35545.0018211934,38167.18332824119
1-8,2012-03-02,32533.62622393276,34249.40566634119,38144.837092986905
